"spkid","full_name","name","diameter","e","a","q","i","om","w","ma","albedo","n","epoch"
3743747,"       (2016 CS195)",,,0.1757,1.561,1.287,20.45,341.84,102.58,205.20,,0.5052,2460600.5
3743895,"       (2016 CK246)",,0.094,0.7295,3.972,1.074,12.64,303.10,219.09,28.54,0.347,0.1245,2460600.5
3743894,"       (2016 CL246)",,,0.4459,1.435,0.795,48.78,310.68,7.35,182.62,,0.5731,2460600.5
3743896,"       (2016 CM246)",,,0.7753,1.943,0.437,6.20,325.31,44.64,112.28,,0.364,2460600.5
3743893,"       (2016 CN246)",,,0.1642,1.514,1.265,25.56,347.88,274.84,140.44,,0.5292,2460600.5
3743897,"       (2016 CO246)",,,0.1261,0.995,0.869,6.29,136.35,120.80,156.09,,0.9931,2460600.5
3743898,"       (2016 CP246)",,,0.2222,1.32,1.026,9.85,313.59,170.00,273.61,,0.6501,2460600.5
3743899,"       (2016 CQ246)",,,0.6117,1.77,0.687,4.69,340.62,243.55,227.10,,0.4186,2460600.5
3743900,"       (2016 CS246)",,,0.4845,2.212,1.140,29.99,142.47,23.96,214.25,,0.2995,2460600.5
3743901,"       (2016 CT246)",,,0.1832,1.204,0.983,36.99,319.61,120.37,44.34,,0.746,2457431.5
3743903,"       (2016 CU246)",,,0.5427,0.8526,0.390,2.06,330.97,35.81,84.72,,1.252,2460600.5
3743902,"       (2016 CV246)",,,0.1501,1.051,0.893,7.11,337.60,79.57,88.07,,0.9147,2460600.5
3743904,"       (2016 CW246)",,,0.4564,1.9,1.033,0.75,43.36,87.68,117.01,,0.3765,2460600.5
3743905,"       (2016 CX246)",,,0.5655,2.412,1.048,1.45,294.81,228.80,103.67,,0.2631,2460600.5
3744156,"       (2016 CN247)",,,0.3081,1.761,1.219,8.15,258.32,260.94,249.42,,0.4217,2460600.5
3744153,"       (2016 CO247)",,,0.5133,1.419,0.691,18.36,292.19,90.32,115.17,,0.5829,2460600.5
3744157,"       (2016 CP247)",,,0.4409,2.069,1.157,5.74,180.97,336.08,325.09,,0.3312,2460600.5
3744154,"       (2016 CQ247)",,,0.5967,1.283,0.517,8.92,199.66,172.35,53.78,,0.6784,2460600.5
3744155,"       (2016 CR247)",,,0.0916,1.108,1.006,14.17,359.27,57.92,254.00,,0.8455,2460600.5
3744158,"       (2016 CS247)",,,0.2753,1.364,0.988,1.69,333.84,149.56,168.76,,0.6189,2460600.5
3744319,"       (2016 CW247)",,,0.5714,1.714,0.734,10.58,310.37,287.95,275.59,,0.4394,2460600.5
3744322,"       (2016 CX247)",,,0.4106,0.9572,0.564,17.51,341.71,358.44,242.07,,1.053,2460600.5
3744318,"       (2016 CY247)",,,0.4541,2.07,1.130,11.96,335.02,149.79,333.07,,0.3309,2460600.5
3744320,"       (2016 CZ247)",,,0.3759,1.035,0.646,8.05,325.02,70.13,152.10,,0.9363,2460600.5
3744321,"       (2016 CA248)",,,0.4754,1.8,0.944,2.67,148.05,317.51,13.57,,0.4082,2457434.5
3744323,"       (2016 CB248)",,,0.3651,1.126,0.715,7.76,145.60,266.78,145.10,,0.8252,2460600.5
3744324,"       (2016 CD248)",,,0.5726,1.865,0.797,13.46,359.16,55.33,30.23,,0.3871,2457433.5
3744325,"       (2016 CE248)",,,0.4522,1.747,0.957,33.93,142.38,309.29,21.38,,0.4267,2457434.5
3744556,"       (2016 CJ248)",,,0.5471,2.633,1.193,13.60,270.54,325.80,349.16,,0.2306,2460600.5
3744558,"       (2016 CK248)",,,0.3769,1.376,0.858,2.44,317.80,256.65,97.83,,0.6104,2460600.5
3744557,"       (2016 CL248)",,,0.4755,2.465,1.293,1.03,345.34,150.05,5.18,,0.2547,2457441.5
3744559,"       (2016 CM248)",,,0.3711,1.467,0.923,17.60,330.35,113.09,348.64,,0.5546,2460600.5
3744561,"       (2016 CN248)",,,0.4198,1.01,0.586,3.01,139.21,117.35,131.60,,0.9704,2460600.5
3744562,"       (2016 CO248)",,,0.1600,0.9324,0.783,4.77,139.81,240.32,335.01,,1.095,2460600.5
3744785,"       (2016 CL264)",,,0.5749,1.647,0.700,34.12,138.46,100.37,337.45,,0.4661,2460600.5
3745515,"       (2016 CW264)",,,0.7649,2.02,0.475,5.74,141.74,257.82,15.97,,0.3432,2457430.5
3745516,"       (2016 CX264)",,,0.3003,1.497,1.047,13.04,40.75,284.43,119.07,,0.5381,2460600.5
3744560,"       (2016 DB)",,,0.3246,0.8916,0.602,2.89,145.96,233.25,199.90,,1.171,2460600.5
3744693,"       (2016 DF)",,,0.0644,1.091,1.020,4.58,144.53,6.76,210.12,,0.8655,2460600.5
3744692,"       (2016 DG)",,,0.3727,1.562,0.980,9.68,145.83,334.65,169.98,,0.5051,2460600.5
3744694,"       (2016 DH)",,,0.0226,1.035,1.012,8.20,145.96,346.02,97.03,,0.9361,2460600.5
3744695,"       (2016 DJ)",,,0.1608,1.023,0.859,4.35,336.80,71.01,215.04,,0.952,2460600.5
3744696,"       (2016 DK)",,,0.5811,2.482,1.040,32.81,152.32,353.93,1.92,,0.2521,2457438.5
3744790,"       (2016 DL)",,0.228,0.4712,0.7142,0.378,23.85,290.11,33.18,309.54,0.103,1.633,2460600.5
3744801,"       (2016 DZ)",,,0.5240,2.245,1.069,13.10,151.40,40.52,192.98,,0.2929,2460600.5
3744802,"       (2016 DB1)",,,0.1894,1.19,0.965,12.92,337.60,138.58,262.18,,0.7588,2460600.5
3744813,"       (2016 DE1)",,,0.6539,1.662,0.575,0.41,90.95,331.50,34.37,,0.4601,2460600.5
3744814,"       (2016 DF1)",,,0.6636,1.519,0.511,1.58,132.45,276.07,30.05,,0.5263,2457447.5
3744819,"       (2016 DK1)",,,0.3310,1.363,0.912,0.76,329.06,132.91,183.06,,0.6191,2460600.5
3744820,"       (2016 DL1)",,,0.5614,2.229,0.977,1.49,337.63,203.88,208.39,,0.2962,2460600.5
3744821,"       (2016 DM1)",,,0.5342,1.668,0.777,8.12,337.61,253.45,338.97,,0.4574,2460600.5
3744831,"       (2016 DT1)",,,0.5002,1.693,0.846,30.53,154.39,262.85,41.82,,0.4475,2457447.5
3744832,"       (2016 DU1)",,,0.5086,2.055,1.010,1.63,143.97,34.04,354.87,,0.3347,2457447.5
3744833,"       (2016 DV1)",,,0.6283,1.829,0.680,3.36,161.62,80.49,149.17,,0.3983,2460600.5
3744834,"       (2016 DW1)",,,0.2003,1.143,0.914,13.57,337.55,252.91,332.47,,0.8065,2460600.5
3744854,"       (2016 DK2)",,,0.7136,2.406,0.689,0.88,159.11,283.33,11.77,,0.264,2457446.5
3744850,"       (2016 DL2)",,,0.2272,1.34,1.035,12.22,340.28,205.51,186.75,,0.6356,2460600.5
3744849,"       (2016 DM2)",,,0.4603,1.955,1.055,1.64,130.93,10.11,62.71,,0.3605,2460600.5
3744851,"       (2016 DN2)",,,0.5009,1.91,0.953,4.28,161.61,31.75,85.23,,0.3733,2460600.5
3744855,"       (2016 DO2)",,0.034,0.5186,1.564,0.753,1.41,173.78,259.53,29.48,0.532,0.504,2457447.5
3744853,"       (2016 DP2)",,,0.2892,0.8582,0.610,5.78,159.83,211.27,75.41,,1.24,2460600.5
3744856,"       (2016 DQ2)",,,0.4902,1.295,0.660,11.73,165.15,231.46,68.35,,0.6691,2457450.5
3744852,"       (2016 DR2)",,,0.1389,1.257,1.082,5.03,156.15,334.21,20.94,,0.6994,2457447.5
3744989,"       (2016 DU21)",,,0.3899,1.676,1.022,35.29,336.46,274.02,305.02,,0.4544,2460600.5
3744988,"       (2016 DV21)",,,0.4293,1.931,1.102,14.40,158.87,63.45,52.32,,0.3672,2460600.5
3744987,"       (2016 DW21)",,,0.5961,2.642,1.067,15.54,133.11,94.19,345.34,,0.2295,2460600.5
3744990,"       (2016 DX21)",,,0.1551,1.238,1.046,25.63,155.13,331.91,24.71,,0.7158,2457449.5
3744993,"       (2016 DY21)",,,0.4211,1.287,0.745,6.49,149.13,279.99,8.66,,0.6747,2460600.5
3744991,"       (2016 DZ21)",,,0.1772,1.302,1.072,5.35,340.01,159.87,304.56,,0.663,2460600.5
3745584,"       (2016 DX30)",,,0.3483,1.044,0.680,4.18,328.84,68.91,113.85,,0.9245,2460600.5
3745588,"       (2016 DY30)",,,0.5108,1.118,0.547,0.77,157.17,250.20,162.37,,0.8342,2460600.5
3748229,"       (2016 DA31)",,,0.4498,1.27,0.699,0.02,339.45,268.03,321.29,,0.6886,2457447.5
3744994,"       (2016 ED)",,,0.2679,1.263,0.925,28.99,162.61,299.59,64.15,,0.6944,2460600.5
3744992,"       (2016 EE)",,,0.4744,1.7,0.893,2.17,185.94,280.55,19.80,,0.4448,2457450.5
3745027,"       (2016 EA1)",,,0.3751,1.69,1.056,9.45,149.52,353.30,340.16,,0.4487,2460600.5
3745026,"       (2016 EB1)",,,0.4462,1.345,0.745,11.10,346.44,263.56,152.29,,0.6319,2460600.5
3745028,"       (2016 EC1)",,,0.5022,2.116,1.054,18.98,347.13,194.10,355.11,,0.3201,2457449.5
3745033,"       (2016 ED1)",,,0.5247,2.09,0.993,10.67,159.59,353.25,311.12,,0.3263,2460600.5
3745030,"       (2016 EE1)",,0.066,0.6394,2.246,0.810,7.50,151.96,309.89,12.33,0.065,0.2928,2457451.5
3745031,"       (2016 EF1)",,,0.3045,1.351,0.939,14.85,159.76,280.66,48.49,,0.6279,2457451.5
3745029,"       (2016 EG1)",,,0.3167,1.181,0.807,14.72,344.54,257.56,214.28,,0.7681,2460600.5
3745032,"       (2016 EH1)",,,0.2404,0.8815,0.670,13.98,153.73,231.20,268.77,,1.191,2460600.5
3745034,"       (2016 EK1)",,,0.6694,2.169,0.717,6.53,341.65,254.03,238.50,,0.3085,2460600.5
3745052,"       (2016 EL1)",,,0.6584,1.79,0.612,4.01,164.78,87.48,197.20,,0.4115,2460600.5
3745056,"       (2016 EN1)",,,0.1082,1.439,1.283,14.58,193.01,55.96,276.43,,0.571,2460600.5
3745057,"       (2016 EO1)",,,0.5655,2.657,1.155,1.66,146.39,17.37,0.96,,0.2275,2460600.5
3745058,"       (2016 EP1)",,,0.4443,1.461,0.812,10.64,359.73,89.93,347.56,,0.5581,2460600.5
3745059,"       (2016 EQ1)",,,0.3412,1.515,0.998,0.40,327.49,236.46,205.42,,0.5288,2460600.5
3745061,"       (2016 ER1)",,,0.6853,2.138,0.673,4.02,98.98,148.46,344.29,,0.3154,2457451.5
3745062,"       (2016 ES1)",,,0.4628,1.978,1.063,11.49,358.63,153.61,38.95,,0.3542,2460600.5
3745060,"       (2016 ET1)",,,0.1656,1.081,0.902,6.39,162.03,287.16,298.62,,0.877,2460600.5
3745063,"       (2016 EV1)",,0.106,0.7147,2.458,0.701,5.14,190.82,246.84,99.31,0.043,0.2558,2460600.5
3745064,"       (2016 EW1)",,,0.2684,1.038,0.760,18.90,164.39,103.12,340.59,,0.9316,2460600.5
3745107,"       (2016 EZ26)",,0.268,0.5951,2.436,0.986,6.82,67.28,156.89,82.41,0.022,0.2592,2460600.5
3745106,"       (2016 EA27)",,,0.4519,1.941,1.064,32.27,160.19,73.95,41.25,,0.3646,2460600.5
3745105,"       (2016 EB27)",,,0.5352,0.8824,0.410,34.65,343.71,320.21,272.86,,1.189,2457452.5
3745109,"       (2016 EC27)",,,0.3968,1.952,1.178,2.33,337.21,199.80,49.14,,0.3613,2460600.5
3745104,"       (2016 ED27)",,,0.5252,1.779,0.845,14.43,353.10,87.69,27.79,,0.4153,2457451.5
3745108,"       (2016 EE27)",,,0.7967,2.757,0.560,4.02,134.98,288.59,12.06,,0.2153,2457451.5
3745110,"       (2016 EF27)",,,0.3834,1.826,1.126,8.53,138.84,60.06,163.20,,0.3995,2460600.5
3745111,"       (2016 EJ27)",,,0.4022,0.7522,0.450,3.50,337.25,353.70,287.14,,1.511,2460600.5
3745112,"       (2016 EK27)",,,0.4729,1.823,0.961,7.10,212.02,31.24,153.39,,0.4005,2460600.5
3745113,"       (2016 EL27)",,,0.2299,0.8781,0.676,15.57,166.58,145.59,40.91,,1.198,2460600.5
3745114,"       (2016 EM27)",,,0.0811,1.186,1.089,25.90,159.68,51.88,204.58,,0.7635,2460600.5
3745505,"       (2016 EV27)",,,0.6488,2.686,0.944,8.88,188.80,44.52,329.24,,0.2239,2460600.5
3745509,"       (2016 EW27)",,,0.3351,1.789,1.189,31.68,158.49,293.29,36.71,,0.412,2457451.5
3745501,"       (2016 EX27)",,,0.7442,2.15,0.550,11.67,237.14,38.06,229.05,,0.3127,2460600.5
3745498,"       (2016 EY27)",,,0.3701,1.254,0.790,23.69,321.04,353.57,294.71,,0.7019,2460600.5
3745502,"       (2016 EZ27)",,,0.5208,1.415,0.678,23.48,316.29,354.33,316.18,,0.5858,2460600.5
3745499,"       (2016 EA28)",,,0.2451,1.67,1.261,27.05,178.59,90.86,273.89,,0.4567,2460600.5
3745503,"       (2016 EC28)",,,0.2000,1.204,0.963,6.36,328.21,266.29,137.25,,0.7463,2460600.5
3745500,"       (2016 ED28)",,,0.5917,2.425,0.990,9.08,185.23,35.18,89.41,,0.2611,2460600.5
3745508,"       (2016 EE28)",,,0.1258,1.103,0.964,5.97,341.69,126.83,202.91,,0.8508,2460600.5
3745504,"       (2016 EF28)",,,0.6570,1.871,0.642,5.16,143.90,292.13,153.09,,0.3852,2460600.5
3745507,"       (2016 EG28)",,,0.5711,1.809,0.776,8.11,344.45,112.35,212.89,,0.4051,2460600.5
3745510,"       (2016 EM28)",,,0.5204,2.636,1.264,14.94,207.90,16.63,345.27,,0.2303,2460600.5
3745511,"       (2016 EO28)",,,0.3059,1.288,0.894,2.43,159.41,305.58,355.23,,0.6743,2460600.5
3745638,"       (2016 ER28)",,,0.1966,1.33,1.069,6.69,167.04,17.19,208.51,,0.6425,2460600.5
3745639,"       (2016 ES28)",,,0.6593,1.475,0.502,24.95,176.26,233.84,40.18,,0.5504,2457456.5
3745640,"       (2016 ET28)",,,0.5964,2.721,1.098,19.73,11.76,84.29,17.54,,0.2196,2457452.5
3745641,"       (2016 EU28)",,,0.5648,1.924,0.837,5.71,173.74,51.86,344.02,,0.3692,2457454.5
3745642,"       (2016 EV28)",,,0.7697,1.946,0.448,1.98,166.09,106.88,45.15,,0.3629,2460600.5
3745829,"       (2016 EG55)",,,0.3691,1.56,0.984,27.34,168.17,300.83,176.00,,0.5058,2460600.5
3745830,"       (2016 EH55)",,,0.5558,1.852,0.823,1.10,162.80,291.16,20.95,,0.391,2457455.5
3745831,"       (2016 EJ55)",,,0.2508,1.164,0.872,7.20,344.19,103.00,4.14,,0.7851,2460600.5
3745832,"       (2016 EO55)",,,0.2784,1.353,0.976,10.01,166.24,323.85,190.91,,0.6263,2460600.5
3745833,"       (2016 EP55)",,,0.3588,1.532,0.983,15.54,349.90,131.68,215.04,,0.5196,2460600.5
3745898,"       (2016 EG56)",,,0.4710,2.298,1.216,6.35,191.63,355.16,161.37,,0.2829,2460600.5
3745900,"       (2016 EJ56)",,,0.4548,1.39,0.758,28.37,168.62,95.14,39.43,,0.6011,2460600.5
3745897,"       (2016 EK56)",,,0.5476,2.015,0.912,0.89,133.13,108.33,337.59,,0.3445,2460600.5
3745899,"       (2016 EL56)",,,0.8560,2.029,0.292,11.35,334.53,70.29,8.90,,0.3411,2460600.5
3745901,"       (2016 EO56)",,,0.6480,0.9895,0.348,43.24,163.10,222.67,66.90,,1.001,2457452.5
3745902,"       (2016 EP56)",,,0.7159,1.595,0.453,6.61,327.31,83.55,27.94,,0.4892,2457457.5
3745996,"       (2016 EK84)",,,0.4892,1.433,0.732,14.14,314.27,333.91,303.60,,0.5743,2460600.5
3745992,"       (2016 EL84)",,,0.4474,1.46,0.807,15.01,49.97,312.29,106.68,,0.5588,2460600.5
3745993,"       (2016 EM84)",,,0.6161,2.952,1.133,7.19,15.64,118.79,258.32,,0.1943,2460600.5
3745998,"       (2016 EN84)",,,0.4611,1.924,1.037,12.19,52.61,212.32,51.15,,0.3694,2460600.5
3745995,"       (2016 EO84)",,,0.5478,0.8325,0.376,12.08,350.14,29.84,235.29,,1.298,2460600.5
3745994,"       (2016 EP84)",,,0.1733,1.19,0.984,0.82,287.41,195.53,258.34,,0.7589,2460600.5
3745997,"       (2016 EQ84)",,,0.5188,1.392,0.670,6.35,18.04,254.90,44.31,,0.6,2460600.5
3745999,"       (2016 ES84)",,,0.7327,2.25,0.601,16.67,22.57,59.26,217.60,,0.2919,2460600.5
3746000,"       (2016 EU84)",,,0.0953,0.9205,0.833,3.20,169.05,206.02,56.52,,1.116,2460600.5
3746001,"       (2016 EV84)",,,0.1780,0.8664,0.712,13.58,351.31,16.15,38.94,,1.222,2460600.5
3746212,"       (2016 EB85)",,,0.1887,1.402,1.137,17.13,319.83,301.13,345.38,,0.5937,2460600.5
3746213,"       (2016 EC85)",,,0.6552,2.706,0.933,16.91,233.95,182.70,16.51,,0.2214,2460600.5
3746215,"       (2016 ED85)",,,0.6947,2.986,0.912,8.81,1.86,69.08,273.97,,0.1911,2460600.5
3746217,"       (2016 EE85)",,,0.2881,0.9557,0.680,12.39,8.08,12.28,220.33,,1.055,2460600.5
3746214,"       (2016 EF85)",,,0.3168,1.546,1.056,8.33,0.13,211.37,149.15,,0.5128,2460600.5
3746216,"       (2016 EG85)",,,0.5339,1.918,0.894,5.30,167.90,309.18,14.95,,0.3711,2457457.5
3746218,"       (2016 EH85)",,,0.4769,1.975,1.033,6.02,351.40,192.16,31.93,,0.355,2460600.5
3746219,"       (2016 EJ85)",,,0.3299,1.374,0.921,6.57,170.07,310.50,148.62,,0.6118,2460600.5
3746220,"       (2016 EK85)",,,0.6966,2.489,0.755,1.52,155.13,301.80,81.48,,0.251,2460600.5
3746448,"       (2016 EO85)",,,0.5405,2.626,1.207,17.05,212.73,31.14,331.72,,0.2317,2460600.5
3746446,"       (2016 EP85)",,,0.3429,1.967,1.292,1.68,73.06,116.07,39.34,,0.3573,2460600.5
3746449,"       (2016 EQ85)",,,0.2030,1.054,0.840,7.33,169.20,260.34,58.66,,0.9105,2460600.5
3746447,"       (2016 ER85)",,,0.4925,2.033,1.032,7.61,168.48,3.95,359.50,,0.34,2457458.5
3746451,"       (2016 ES85)",,,0.0896,0.9691,0.882,2.24,166.28,123.49,256.09,,1.033,2460600.5
3746450,"       (2016 ET85)",,,0.1874,1.263,1.026,4.82,148.16,348.93,44.05,,0.6947,2460600.5
3746452,"       (2016 EU85)",,,0.4822,1.848,0.957,2.59,359.38,23.58,243.24,,0.3922,2460600.5
3746453,"       (2016 EW85)",,,0.4096,1.15,0.679,2.55,351.92,279.52,298.15,,0.7994,2460600.5
3746489,"       (2016 EC86)",,,0.2790,1.386,0.999,21.45,175.27,279.73,160.98,,0.6038,2460600.5
3746490,"       (2016 ED86)",,,0.2431,1.318,0.998,6.22,156.52,338.77,271.47,,0.6512,2460600.5
3746491,"       (2016 EE86)",,,0.3499,1.744,1.134,8.77,4.03,153.99,276.57,,0.4279,2460600.5
3746492,"       (2016 EF86)",,,0.3325,1.47,0.981,1.25,1.96,215.95,275.73,,0.5532,2460600.5
3746493,"       (2016 EG86)",,,0.6520,2.097,0.730,1.38,332.87,110.64,320.04,,0.3245,2460600.5
3746494,"       (2016 EP86)",,,0.4743,2.397,1.260,4.84,165.04,62.76,100.35,,0.2656,2460600.5
3746495,"       (2016 ER155)",,,0.4312,2.206,1.255,26.16,356.22,185.35,220.28,,0.3009,2460600.5
3746496,"       (2016 ES155)",,,0.6544,1.43,0.494,8.08,352.56,290.26,328.61,,0.5764,2457461.5
3746497,"       (2016 EU155)",,,0.3467,1.101,0.719,8.14,154.77,268.28,230.07,,0.853,2460600.5
3746619,"       (2016 EB156)",,,0.3976,1.776,1.070,7.66,25.48,225.76,202.11,,0.4163,2460600.5
3746620,"       (2016 ED156)",,,0.4419,0.8886,0.496,7.21,327.20,59.87,199.72,,1.177,2460600.5
3746623,"       (2016 EF156)",,,0.4503,0.9511,0.523,22.07,354.83,305.07,19.55,,1.063,2460600.5
3746624,"       (2016 EG156)",,,0.5333,2.332,1.088,5.77,69.62,45.38,163.87,,0.2768,2460600.5
3746625,"       (2016 EJ156)",,,0.1940,1.194,0.962,4.16,345.93,132.65,248.01,,0.7553,2460600.5
3746626,"       (2016 EK156)",,,0.2487,1.257,0.945,12.45,5.22,236.46,318.27,,0.6991,2457462.5
3746627,"       (2016 EL156)",,,0.5082,1.863,0.916,44.16,168.79,312.18,18.17,,0.3875,2457462.5
3746628,"       (2016 EM156)",,,0.5154,1.974,0.957,1.98,0.52,203.28,25.83,,0.3554,2460600.5
3746629,"       (2016 EN156)",,,0.2968,1.288,0.906,3.65,177.68,54.65,283.15,,0.6743,2460600.5
3746630,"       (2016 EO156)",,,0.2554,1.281,0.954,1.52,171.59,46.72,306.27,,0.6795,2460600.5
3747307,"       (2016 EC157)",,,0.3524,0.9214,0.597,5.59,7.40,329.35,117.05,,1.114,2460600.5
3747305,"       (2016 ED157)",,,0.1534,1.311,1.110,4.77,165.83,20.88,254.36,,0.6567,2460600.5
3747306,"       (2016 EE157)",,,0.4796,1.219,0.634,21.19,172.61,144.10,58.31,,0.7321,2460600.5
3747310,"       (2016 EF157)",,,0.5183,1.824,0.879,3.53,336.64,259.46,340.49,,0.4001,2457460.5
3747314,"       (2016 EH157)",,0.231,0.6246,2.434,0.914,10.04,22.85,198.24,83.34,0.121,0.2596,2460600.5
3747311,"       (2016 EJ157)",,,0.2172,1.24,0.971,21.38,174.65,282.22,135.89,,0.7136,2460600.5
3747308,"       (2016 EK157)",,,0.4154,1.982,1.159,10.76,16.30,192.69,13.75,,0.3532,2460600.5
3747312,"       (2016 EL157)",,,0.5287,1.942,0.915,7.17,176.20,43.14,49.44,,0.3643,2460600.5
3747315,"       (2016 EM157)",,,0.3003,0.8414,0.589,10.30,171.11,218.29,167.20,,1.277,2460600.5
3747316,"       (2016 EN157)",,,0.5660,1.945,0.844,4.87,170.59,305.57,75.01,,0.3632,2460600.5
3747349,"       (2016 EZ157)",,,0.6185,2.65,1.011,12.35,267.20,1.18,321.53,,0.2285,2460600.5
3747350,"       (2016 EA158)",,,0.7516,1.829,0.454,15.54,148.81,156.79,140.83,,0.3985,2460600.5
3747351,"       (2016 EB158)",,,0.4466,2.284,1.264,25.06,2.66,225.97,152.99,,0.2855,2460600.5
3747346,"       (2016 EC158)",,,0.7177,2.237,0.631,5.38,289.79,353.93,177.51,,0.2946,2460600.5
3747347,"       (2016 ED158)",,,0.6931,2.599,0.797,8.04,349.77,271.97,345.89,,0.2353,2457469.5
3747353,"       (2016 EE158)",,,0.3022,1.576,1.100,3.26,183.80,46.50,94.14,,0.4983,2460600.5
3747352,"       (2016 EF158)",,,0.2552,1.031,0.768,22.87,173.94,250.09,83.86,,0.9416,2457463.5
3747348,"       (2016 EG158)",,,0.4931,2.003,1.016,1.00,11.90,174.84,356.98,,0.3476,2457463.5
3747354,"       (2016 EH158)",,,0.0488,1.337,1.272,48.80,170.20,341.06,221.81,,0.6373,2460600.5
3747355,"       (2016 EJ158)",,,0.4675,1.92,1.022,4.17,4.03,200.74,350.91,,0.3705,2457463.5
3747356,"       (2016 EK158)",,,0.3497,1.139,0.740,23.20,12.14,10.96,161.35,,0.8112,2460600.5
3747357,"       (2016 EL158)",,,0.5384,2.102,0.970,35.21,173.54,100.59,262.08,,0.3234,2460600.5
3747358,"       (2016 EN158)",,,0.5871,1.314,0.542,8.04,314.79,341.48,196.42,,0.6546,2460600.5
3747493,"       (2016 EC195)",,,0.1225,1.427,1.252,18.92,12.11,78.95,101.38,,0.5784,2460600.5
3747494,"       (2016 ED195)",,,0.5967,1.968,0.794,36.58,178.63,125.47,5.72,,0.357,2460600.5
3747495,"       (2016 EE195)",,,0.2737,1.392,1.011,6.44,174.54,333.95,97.22,,0.6001,2460600.5
3747497,"       (2016 EF195)",,,0.6004,2.507,1.002,1.16,168.95,342.67,66.96,,0.2484,2460600.5
3750679,"       (2016 EX202)",,,0.2960,0.9904,0.697,3.36,323.49,317.30,275.69,,1,2457452.5
54460731,"       (2016 EU362)",,,0.2235,0.8565,0.665,16.75,323.29,33.89,169.58,,1.243,2457463.5
54469531,"       (2016 EA374)",,,0.1465,1.477,1.261,11.39,353.24,212.36,337.61,,0.5491,2457461.5
3747496,"       (2016 FA)",,,0.1102,0.9645,0.858,9.09,2.59,48.71,136.98,,1.041,2460600.5
3747498,"       (2016 FB)",,,0.1848,1.245,1.015,19.31,359.60,155.65,77.35,,0.7092,2460600.5
3747499,"       (2016 FC)",,,0.2429,1.176,0.890,0.89,353.05,118.31,305.93,,0.7728,2460600.5
3747982,"       (2016 FD)",,,0.2870,1.817,1.296,23.59,164.13,304.32,46.55,,0.4024,2457464.5
3747990,"       (2016 FC1)",,,0.6397,2.062,0.743,1.25,352.58,112.15,15.25,,0.3329,2457464.5
3747987,"       (2016 FD1)",,,0.5306,1.531,0.719,4.62,219.01,224.58,226.93,,0.5202,2460600.5
3747989,"       (2016 FE1)",,,0.3846,1.743,1.072,22.26,35.70,176.04,248.70,,0.4284,2460600.5
3747988,"       (2016 FF1)",,,0.3231,1.602,1.084,12.18,188.48,355.47,82.53,,0.4861,2460600.5
3747991,"       (2016 FX2)",,,0.1722,1.22,1.010,6.77,17.49,130.27,152.62,,0.7312,2460600.5
3747992,"       (2016 FY2)",,,0.1774,0.8697,0.715,1.87,149.98,204.98,34.64,,1.215,2460600.5
3747993,"       (2016 FZ2)",,,0.4834,2.037,1.052,10.36,8.32,170.19,0.89,,0.3391,2457468.5
3748182,"       (2016 FJ3)",,,0.6366,2.082,0.757,5.71,105.03,342.13,332.74,,0.328,2460600.5
3748183,"       (2016 FK3)",,,0.3591,1.59,1.019,3.05,356.66,160.72,9.41,,0.4915,2457466.5
3748227,"       (2016 FT3)",,,0.5138,1.502,0.730,13.70,225.18,197.73,290.58,,0.5357,2460600.5
3748228,"       (2016 FU3)",,,0.4699,2.025,1.073,10.49,40.33,131.79,355.95,,0.3421,2460600.5
3748231,"       (2016 FW3)",,,0.2027,1.058,0.843,11.42,180.09,93.81,248.26,,0.9063,2460600.5
3748270,"       (2016 FY3)",,0.205,0.6887,2.626,0.818,22.44,35.91,238.39,348.52,0.125,0.2316,2460600.5
3748280,"       (2016 FB4)",,,0.3557,1.152,0.742,32.95,355.46,315.40,242.23,,0.7975,2460600.5
3748332,"       (2016 FT6)",,,0.8480,2.129,0.324,18.47,195.10,199.96,20.72,,0.3172,2457474.5
3748335,"       (2016 FU6)",,,0.3796,1.287,0.798,1.75,183.85,287.30,347.55,,0.6752,2460600.5
3748336,"       (2016 FV6)",,,0.5557,1.492,0.663,1.69,240.24,44.38,326.54,,0.5409,2457478.5
3748337,"       (2016 FV7)",,,0.8767,2.035,0.251,10.15,13.74,303.77,325.52,,0.3395,2460600.5
3748338,"       (2016 FX7)",,,0.4376,1.755,0.987,0.32,7.61,213.67,231.91,,0.4238,2460600.5
3748361,"       (2016 FB12)",,,0.2641,1.332,0.980,7.73,0.41,140.21,28.16,,0.6408,2457476.5
3748362,"       (2016 FC12)",,,0.4314,1.583,0.900,14.70,2.92,107.94,139.08,,0.495,2460600.5
3748363,"       (2016 FD12)",,,0.4536,2.032,1.110,6.75,200.07,23.66,329.34,,0.3404,2460600.5
3748364,"       (2016 FE12)",,0.202,0.6974,1.276,0.386,29.83,8.96,47.42,18.78,0.248,0.6841,2460600.5
3748365,"       (2016 FF12)",,,0.4227,1.159,0.669,15.24,6.34,75.26,56.72,,0.7904,2457476.5
3748406,"       (2016 FH12)",,,0.4570,1.775,0.964,1.43,252.45,353.30,339.00,,0.4169,2457477.5
3748418,"       (2016 FL12)",,,0.2218,1.263,0.983,6.74,194.31,45.24,336.20,,0.6945,2460600.5
